"KEGG_KO","CiA","CiB","CiC","CiD","CiE","CiF","HmA","HmB","HmC","HmD","HmE","HmF","MsA","MsB","MsC","MsD","MsE","MsF","PfA","PfB","PfC","PfD","PfE","PfF","ScA","ScB","ScC","ScD","ScE","ScF","description"
"K00090",0,0,0,0,0,0,8e-06,1e-05,4e-06,8e-06,1.1e-05,9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ghrB; glyoxylate/hydroxypyruvate/2-ketogluconate reductase [EC:1.1.1.79 1.1.1.81 1.1.1.215]"
"K00091",6e-06,4.4e-05,2.1e-05,8e-06,3.2e-05,4e-06,8.1e-05,6.3e-05,8.1e-05,5.2e-05,5.3e-05,5e-05,1.9e-05,1e-05,0,7.1e-05,0.000133,6e-06,0,0,0,0,0,0,8e-06,0,0,0,0,0,"E1.1.1.219; dihydroflavonol-4-reductase [EC:1.1.1.219]"
"K00094",0,0,0,0,0,0,2e-06,3e-06,5e-06,0,3e-06,2e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"E1.1.1.251, gatD; galactitol-1-phosphate 5-dehydrogenase [EC:1.1.1.251]"
"K00096",4.7e-05,2.7e-05,1e-05,1.5e-05,2.5e-05,5.2e-05,0.00014,0.000211,0.00016,0.000149,0.000194,0.000252,7e-05,8e-06,0,1.9e-05,0,0,0,0.000947,0,6.5e-05,9.9e-05,0.000216,0,0,8e-06,0,0,3.3e-05,"araM, egsA; glycerol-1-phosphate dehydrogenase [NAD(P)+] [EC:1.1.1.261]"
"K00097",0.000222,0.000211,0.00027,6.5e-05,0.000163,7.8e-05,0.000114,8.3e-05,9.6e-05,8e-05,8.1e-05,9.9e-05,0.00015,1.1e-05,3.5e-05,0.000494,0,9.6e-05,0.000524,0,0,0.000106,0.000141,1.8e-05,0,1.7e-05,0,0,1e-05,4.1e-05,"pdxA; 4-hydroxythreonine-4-phosphate dehydrogenase [EC:1.1.1.262]"
"K00098",1e-06,2e-06,3.1e-05,8e-06,3.4e-05,2.5e-05,2e-06,3e-06,4e-06,5e-06,4e-06,2e-06,0,0,0,1e-06,0,3e-06,0,3e-05,0,1.4e-05,1.7e-05,0,0,0,0,0,0,1.6e-05,"idnD; L-idonate 5-dehydrogenase [EC:1.1.1.264]"
"K00099",0.000151,0.000397,0.000197,0.000164,0.000375,0.000254,0.00058,0.000515,0.000466,0.000386,0.000459,0.000521,0.000386,0.000391,0.00015,0.000464,0,0.000197,3.2e-05,0.00011,0.000215,0.000337,0.00036,0.00035,0.000133,0.000343,5.4e-05,0.000109,0.000115,0.000114,"dxr; 1-deoxy-D-xylulose-5-phosphate reductoisomerase [EC:1.1.1.267]"
"K00100",1e-06,6e-06,2.1e-05,0,2.1e-05,1.3e-05,1e-06,9e-06,1.2e-05,1e-05,1.1e-05,1.7e-05,6e-06,6.7e-05,0.000106,0,0,0,2e-06,0.000166,7e-06,0.000221,0.00022,8.9e-05,4.2e-05,0.000144,0,2.4e-05,2.9e-05,3.3e-05,"bdhAB; butanol dehydrogenase [EC:1.1.1.-]"
"K00101",0.000217,4.4e-05,7.3e-05,4.7e-05,0.000125,1e-04,0.000236,0.000146,0.000141,0.000156,0.000109,0.000152,0.00015,3e-06,1.8e-05,0.000876,0,0,2e-06,0,0.000288,2.6e-05,5.9e-05,0,1.7e-05,6e-06,1.5e-05,6e-06,5e-06,0,"lldD; L-lactate dehydrogenase (cytochrome) [EC:1.1.2.3]"
"K00102",3e-05,0.000118,2.1e-05,1e-05,4e-05,2.8e-05,8.7e-05,5.9e-05,7.7e-05,7.8e-05,5.8e-05,6.5e-05,0,0,0,5.9e-05,0,0.000465,0,0,0.000159,2.6e-05,5.2e-05,0,0,6e-06,0,0,5e-06,0,"LDHD, dld; D-lactate dehydrogenase (cytochrome) [EC:1.1.2.4]"
"K00103",6e-06,8e-06,0,3e-06,1.2e-05,4e-06,4.2e-05,2.2e-05,2.7e-05,4.3e-05,1.9e-05,2.9e-05,5e-06,6e-06,0,0,0,9e-06,0.000166,0,0,0,0,0,0,0,2.3e-05,0,0,0,"GULO; L-gulonolactone oxidase [EC:1.1.3.8]"
"K00104",0.000273,0.000697,0.000124,0.000145,0.000285,0.000222,0.000447,0.000292,0.000366,0.000287,0.000244,0.000304,0.000326,0.000414,0.000213,0.000389,0,0.000111,0,8.5e-05,7e-06,6.7e-05,0.00012,1.6e-05,1.7e-05,0.000155,8e-06,7.3e-05,3.3e-05,4.9e-05,"glcD; glycolate oxidase [EC:1.1.3.15]"
"K00105",4e-06,1.5e-05,6.2e-05,3.7e-05,2.1e-05,1.6e-05,1e-06,0,2e-06,0,0,0,0,1e-06,0,0.000202,0.000265,0.000357,0,0,0,0,0,0,0,0,0,0,0,0,"E1.1.3.21; alpha-glycerophosphate oxidase [EC:1.1.3.21]"
"K00106",2.6e-05,0,0,4.9e-05,8e-06,3e-06,0.000287,0.000427,0.000364,0.000567,0.000525,0.000365,1e-06,0,0,0.000101,0,0,0,0,0,0,0,0,5.8e-05,2.2e-05,0,0,0,0,"XDH; xanthine dehydrogenase/oxidase [EC:1.17.1.4 1.17.3.2]"
"K00108",7.7e-05,0.000116,0.000155,9.3e-05,0.000113,9.9e-05,0.000219,0.000102,0.000159,0.00016,9.9e-05,0.00014,0.000136,1.6e-05,9e-06,0.000132,0.000133,2.8e-05,4.7e-05,2e-06,0.000116,0.000108,0.000167,0,8e-06,0,0,2.4e-05,1.4e-05,4.1e-05,"betA, CHDH; choline dehydrogenase [EC:1.1.99.1]"
"K00109",0,0,0,0,4e-06,0,1.9e-05,1.7e-05,1.8e-05,2.8e-05,2.3e-05,1.9e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"L2HGDH; 2-hydroxyglutarate dehydrogenase [EC:1.1.99.2]"
"K00111",0.000334,0.000163,0.000197,0.000238,0.000333,0.000308,0.001225,0.000973,0.00114,0.000961,0.000908,0.000969,0.000378,0.000642,0.000506,0.000537,0,0.001245,6.5e-05,0.000781,7.6e-05,0.000532,0.000632,0.000587,0.000267,0.000255,4.6e-05,0.000134,0.000177,0.000171,"glpA, glpD; glycerol-3-phosphate dehydrogenase [EC:1.1.5.3]"
"K00112",4e-06,0,2.1e-05,0,1.1e-05,1.5e-05,4e-06,1e-06,3e-06,4e-06,1e-06,2e-06,0,0,0,0,0,0,0,0,0,5e-06,6e-06,0,0,0,0,0,0,0,"glpB; glycerol-3-phosphate dehydrogenase subunit B [EC:1.1.5.3]"
"K00113",1.7e-05,1.5e-05,1e-05,2e-06,1.4e-05,1.3e-05,2e-06,1e-06,4e-06,3e-06,1e-06,8e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"glpC; glycerol-3-phosphate dehydrogenase subunit C [EC:1.1.5.3]"
"K00114",0,0,0,8e-06,0,1e-06,7e-06,8e-06,5e-06,1.1e-05,8e-06,6e-06,3.2e-05,1e-06,2e-06,3e-06,0.000265,6e-06,6.5e-05,6e-06,2e-05,7.7e-05,0.000122,2e-06,2.5e-05,1.1e-05,0,0,5e-06,0,"exaA; alcohol dehydrogenase (cytochrome c) [EC:1.1.2.8]"
"K00116",1.1e-05,3e-05,3.1e-05,3.9e-05,2e-05,2.9e-05,4.7e-05,3.8e-05,2.3e-05,3.6e-05,2.9e-05,3.5e-05,0.000143,4e-06,0,0.000169,0,0.000111,0,4e-06,8.6e-05,0.00012,0.000175,2e-06,8e-06,2.8e-05,0,0,0,8e-06,"mqo; malate dehydrogenase (quinone) [EC:1.1.5.4]"
"K00117",4.1e-05,2.1e-05,0,1e-05,4.6e-05,1.9e-05,5e-06,7e-06,9e-06,9e-06,7e-06,4e-06,1e-06,2e-06,0,2e-06,0,0,6.7e-05,0,0,4.6e-05,5.2e-05,0,0,0,0,0,0,0,"gcd; quinoprotein glucose dehydrogenase [EC:1.1.5.2]"
"K00118",0,0,1e-05,0,1e-06,0,1e-06,0,1e-06,0,2e-06,1e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"gfo; glucose-fructose oxidoreductase [EC:1.1.99.28]"
"K00121",0.000291,0.000186,9.3e-05,6.8e-05,0.000183,0.000183,0.000209,0.000146,0.000169,0.00017,0.000174,0.000147,0.000232,0.000347,8.4e-05,0.000387,0,0.000136,2e-06,0,0,7.5e-05,7e-05,6e-06,1.7e-05,0.000327,0,0,1.4e-05,1.6e-05,"frmA, ADH5, adhC; S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1]"
"K00122",3.1e-05,1.1e-05,5.2e-05,3.9e-05,9e-05,3.1e-05,5.5e-05,3.2e-05,4.7e-05,2.8e-05,3.5e-05,3.1e-05,0.000453,1e-06,0,7.6e-05,0,1.2e-05,2e-06,2e-06,0,4.6e-05,9.5e-05,2e-06,0,0,0,0,5e-06,8e-06,"FDH; formate dehydrogenase [EC:1.17.1.9]"
"K00123",0.000135,0.000205,0.000311,0.000272,0.000323,0.000249,0.000562,0.000404,0.000455,0.000427,0.000385,0.000417,0.000315,0.000184,0.000117,0.001385,0.000133,0.00016,1.9e-05,0.000465,0.000112,0.000614,0.000791,0.000148,7.5e-05,0.000122,0.000115,6.7e-05,6.2e-05,0.000163,"fdoG, fdhF, fdwA; formate dehydrogenase major subunit [EC:1.17.1.9]"
"K00124",1.1e-05,3.8e-05,8.3e-05,3.9e-05,8.4e-05,9.8e-05,0.000285,0.000144,0.00015,0.000164,0.000111,0.000173,9.2e-05,6e-06,0,0.000785,0,5.9e-05,0,0,0,2.9e-05,3e-05,0,0,1.7e-05,0,1.2e-05,0,0,"fdoH, fdsB; formate dehydrogenase iron-sulfur subunit"
"K00125",0,2.5e-05,0,2.4e-05,7e-06,3e-06,1e-06,2e-06,3e-06,3e-06,5e-06,1e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"fdhB; formate dehydrogenase (coenzyme F420) beta subunit [EC:1.17.98.3 1.8.98.6]"
"K00126",1e-06,8e-06,0,1.5e-05,9e-06,5e-06,2.7e-05,1.3e-05,2.9e-05,1.8e-05,1.9e-05,3.6e-05,5e-06,0,0,5e-05,0,3.1e-05,0,0,0,0,0,0,0,0,0,0,0,0,"fdsD; formate dehydrogenase subunit delta [EC:1.17.1.9]"
"K00127",1.1e-05,2.1e-05,1e-05,2.8e-05,4.1e-05,2e-05,0.000142,9.3e-05,0.000139,9.4e-05,9.6e-05,9.7e-05,5.1e-05,0,0,0.000221,0,1.2e-05,0,0,0,1e-05,1.1e-05,0,0,6e-06,0,0,2.9e-05,0,"fdoI, fdsG; formate dehydrogenase subunit gamma"
"K00128",0.000402,0.000317,0.000415,0.000293,0.000469,0.000289,0.000948,0.000734,0.000856,0.00082,0.000737,0.000711,0.000724,0.000683,0.00015,0.000844,0,0.000348,0.000203,0.000712,0.001892,0.000294,0.00036,0.000478,8e-06,0.000249,0,8.5e-05,7.6e-05,7.3e-05,"ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]"
"K00129",0,2e-06,0,0,0,0,3e-06,1e-06,4e-06,3e-06,5e-06,3e-06,0.001235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"E1.2.1.5; aldehyde dehydrogenase (NAD(P)+) [EC:1.2.1.5]"
"K00130",5.7e-05,7.8e-05,0.000104,0.000101,6.5e-05,5.2e-05,0.000651,0.00061,0.000658,0.000515,0.000534,0.000621,0.000324,1e-06,2e-06,0.00015,0,0,0,0,0,1.4e-05,1.9e-05,0,8e-06,0,0,1.2e-05,0,0,"betB, gbsA; betaine-aldehyde dehydrogenase [EC:1.2.1.8]"
"K00131",4.3e-05,0.000414,0.00027,0.000122,0.000171,8e-05,4e-06,2e-06,1.2e-05,2.6e-05,3.6e-05,5e-06,1e-05,0.000246,0.000106,5e-05,0.000133,3.4e-05,1.5e-05,0,0,7.7e-05,0.000167,0.000291,1.7e-05,1.1e-05,1.5e-05,6e-06,3.8e-05,3.3e-05,"gapN; glyceraldehyde-3-phosphate dehydrogenase (NADP+) [EC:1.2.1.9]"
"K00132",4e-06,0,0,3.4e-05,5e-06,8e-06,0,0,1e-06,0,0,0,0,2.9e-05,2.2e-05,0,0,0,0,0.000179,0,0.000233,0.000255,8.6e-05,4.2e-05,8.3e-05,1.5e-05,3e-05,0,9.8e-05,"E1.2.1.10; acetaldehyde dehydrogenase (acetylating) [EC:1.2.1.10]"
"K00133",0.000324,0.000439,0.000228,0.000435,0.000439,0.000516,0.00058,0.000553,0.00057,0.000464,0.000481,0.000596,0.000473,0.000434,0.000112,0.000698,0,0.000521,1.1e-05,0.00045,0.000202,0.000359,0.000399,0.000381,2.5e-05,0.000166,6.9e-05,3.6e-05,5.7e-05,0.000163,"asd; aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]"
"K00134",0.000418,0.000443,0.000311,0.000205,0.000456,0.000282,0.000626,0.000544,0.000593,0.000467,0.000536,0.000591,0.000575,0.000305,0.002151,0.000375,0.00053,0.000475,1.7e-05,0.000343,0.000185,0.001285,0.000688,0.00032,9.2e-05,0.000581,0.000115,0.000285,0.000148,0.000212,"GAPDH, gapA; glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12]"
"K00135",0.000217,0.000327,0.000404,0.000362,0.000567,0.000444,0.001076,0.001019,0.001021,0.00089,0.00094,0.001038,0.000325,2.6e-05,4e-06,0.000495,0.000265,0.000222,9.5e-05,6e-06,3e-05,0.000106,0.000214,2e-06,1.7e-05,2.8e-05,0,6e-06,0,1.6e-05,"gabD; succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]"
"K00137",0,0,0,0,1e-06,0,5e-06,3e-06,4e-06,3e-06,2e-06,5e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"prr; aminobutyraldehyde dehydrogenase [EC:1.2.1.19]"
"K00138",3e-05,6.1e-05,2.1e-05,2.3e-05,6.1e-05,0.000102,0.000381,0.000477,0.000414,0.000347,0.000414,0.000539,1.9e-05,2e-06,7e-06,1e-04,0,9e-06,3.2e-05,6.9e-05,2.3e-05,4.6e-05,2.5e-05,1e-06,8e-06,2.2e-05,0,0,0,2.4e-05,"aldB; aldehyde dehydrogenase [EC:1.2.1.-]"
"K00139",0,0,0,0,0,0,1.3e-05,1.9e-05,1.7e-05,2e-05,1.8e-05,1.6e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ALDH5A1; succinate-semialdehyde dehydrogenase [EC:1.2.1.24]"
"K00140",0.000136,0.000114,0.000155,6.8e-05,0.000166,0.000152,0.000723,0.000709,0.000684,0.00062,0.00064,0.000729,0.000171,4e-06,0,0.000197,0,0.000188,5.2e-05,5.9e-05,0.000281,5.3e-05,0.000116,3e-06,3.3e-05,6e-06,2.3e-05,1.8e-05,6.7e-05,1.6e-05,"mmsA, iolA, ALDH6A1; malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27]"
"K00141",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e-05,0,0,0,0,0,0,0,0,0,0,"xylC; benzaldehyde dehydrogenase (NAD) [EC:1.2.1.28]"
"K00142",1e-06,0,0,1e-05,1e-06,1.1e-05,2.6e-05,4.8e-05,3e-05,4.8e-05,4.8e-05,3e-05,0.00086,1e-06,0,7.5e-05,0,9e-06,0,0,0,0,0,0,0,0,0,0,1e-05,0,"AASDH; acyl-CoA synthetase [EC:6.2.1.-]"
"K00143",0,0,0,0,0,0,0,0,0,0,0,0,0.000222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LYS2; L-2-aminoadipate reductase [EC:1.2.1.95]"
"K00145",0.000237,0.000568,0.000477,0.000301,0.000316,0.000341,0.000457,0.000405,0.000383,0.000336,0.000373,0.000413,0.00051,0.00048,0.000108,0.00041,0.000265,0.000247,0.000293,0.000262,3e-06,0.000123,0.000147,0.000237,5.8e-05,9.4e-05,6.1e-05,3.6e-05,9.1e-05,8.2e-05,"argC; N-acetyl-gamma-glutamyl-phosphate reductase [EC:1.2.1.38]"
"K00146",0,0,0,0,1e-06,3e-06,7e-06,9e-06,1.4e-05,7e-06,1.1e-05,9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"feaB; phenylacetaldehyde dehydrogenase [EC:1.2.1.39]"
"K00147",0.000359,0.000496,0.000363,0.00041,0.000515,0.000617,0.000616,0.000611,0.000572,0.00049,0.000542,0.000634,0.000596,0.000581,0.000108,0.000728,0,0.000718,0.000173,2.8e-05,7e-06,0.000137,0.000108,0.000443,0,3.9e-05,2.3e-05,5.5e-05,0.000286,7.3e-05,"proA; glutamate-5-semialdehyde dehydrogenase [EC:1.2.1.41]"
"K00148",0,3.4e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"fdhA; glutathione-independent formaldehyde dehydrogenase [EC:1.2.1.46]"
"K00149",0,0,0,0,0,0,0,0,0,0,0,0,3e-06,0,0,0,0,0,0,0,0,4.1e-05,0,0,0,0,0,0,0,0,"-"
"K00150",2.6e-05,4e-06,0,0,2.7e-05,3e-06,1.9e-05,2.2e-05,3.3e-05,1.6e-05,2.1e-05,2.4e-05,6e-06,0,0,4.7e-05,0.000133,9e-06,2e-06,0,0,1.7e-05,1.7e-05,0,0,0,0,0,0,0,"gap2; glyceraldehyde-3-phosphate dehydrogenase (NAD(P)) [EC:1.2.1.59]"
"K00151",1e-06,1.1e-05,0,2e-06,2e-06,3e-06,1.3e-05,9e-06,1.8e-05,1.2e-05,8e-06,1.2e-05,6e-06,0,0,9e-06,0,0,1.7e-05,0,0,0,0,0,0,0,0,0,0,0,"hpaE, hpcC; 5-carboxymethyl-2-hydroxymuconic-semialdehyde dehydrogenase [EC:1.2.1.60]"
"K00153",9e-06,3e-05,5.2e-05,8e-06,1.1e-05,1.5e-05,7.7e-05,3.8e-05,4.6e-05,4.4e-05,4.1e-05,5.3e-05,4.1e-05,0,2e-06,5.7e-05,0,0,2.4e-05,8e-06,1e-05,7e-06,6e-06,0,0,0,0,6e-06,0,0,"E1.1.1.306; S-(hydroxymethyl)mycothiol dehydrogenase [EC:1.1.1.306]"
"K00154",1.3e-05,0,0,2e-06,1.6e-05,5e-06,1.8e-05,1.4e-05,1.4e-05,9e-06,1.5e-05,1.3e-05,7.3e-05,1e-06,0,1.7e-05,0,0,1.9e-05,0,0,5e-06,1.3e-05,0,0,0,0,6e-06,0,0,"E1.2.1.68; coniferyl-aldehyde dehydrogenase [EC:1.2.1.68]"
"K00156",0,0,2.1e-05,2e-06,0,1.6e-05,0,3e-06,3e-06,1e-06,8e-06,1e-06,0,6e-06,0,2.3e-05,0,4.3e-05,0.000324,0,0,6.5e-05,7.8e-05,0,1.7e-05,1.1e-05,0,1.8e-05,0,0,"poxB; pyruvate dehydrogenase (quinone) [EC:1.2.5.1]"
"K00157",0,0,0,0,0,0,0,0,0,1e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AOX; aldehyde oxidase [EC:1.2.3.1]"
"K00158",4e-06,0,0,7e-06,1.4e-05,1.3e-05,2e-06,3e-06,1e-06,2e-06,4e-06,1e-06,0,0,0,5.2e-05,0,0.000114,0,0,0,1.4e-05,2e-06,0,0,0,0,0,0,0,"E1.2.3.3, poxL; pyruvate oxidase [EC:1.2.3.3]"
"K00161",0.000358,0.000644,0.000456,0.000357,0.000563,0.000407,0.000547,0.000402,0.000496,0.000436,0.000367,0.000382,0.000588,4.8e-05,4e-05,0.000383,0,0.000619,3.2e-05,2.4e-05,8.9e-05,8.4e-05,0.000178,2.1e-05,7.5e-05,8.3e-05,8e-06,1.8e-05,5e-06,8e-06,"PDHA, pdhA; pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]"
"K00162",0.000454,0.001912,0.000352,0.000456,0.000603,0.000473,0.000562,0.000425,0.000592,0.000443,0.000423,0.000468,0.001153,5.9e-05,6.6e-05,0.000411,0.000663,0.000509,2.6e-05,7.5e-05,0,0.000149,0.000233,3e-06,2.5e-05,6.6e-05,0,6e-06,1.4e-05,8e-06,"PDHB, pdhB; pyruvate dehydrogenase E1 component beta subunit [EC:1.2.4.1]"
"K00163",0.000311,0.000203,0.000218,0.000295,0.00048,0.000342,0.001432,0.001379,0.001382,0.001062,0.001165,0.001391,0.000399,1.2e-05,2.4e-05,0.000502,0,8e-05,0.00019,5.7e-05,4.6e-05,0.000108,0.000185,6e-06,2.5e-05,1.7e-05,0,3e-05,1e-05,3.3e-05,"aceE; pyruvate dehydrogenase E1 component [EC:1.2.4.1]"
"K00164",0.000889,0.001216,0.000446,0.000396,0.000897,0.000468,0.001839,0.001797,0.001681,0.001507,0.001522,0.001801,0.000679,2.5e-05,7.9e-05,0.001296,0.000265,0.000308,2.8e-05,9.3e-05,1.7e-05,0.000135,9.1e-05,0.001028,0.000117,5e-05,0,5.5e-05,1e-05,5.7e-05,"OGDH, sucA; 2-oxoglutarate dehydrogenase E1 component [EC:1.2.4.2]"
"K00166",0,0,0,1.3e-05,1.7e-05,5e-06,7.3e-05,7.7e-05,7e-05,0.000106,9.4e-05,7.1e-05,0,0,0,0,0,3.1e-05,6.3e-05,0,0,0,3e-06,1.1e-05,0,0,0,0,0,0,"BCKDHA, bkdA1; 2-oxoisovalerate dehydrogenase E1 component alpha subunit [EC:1.2.4.4]"
"K00167",1.6e-05,0,1e-05,1.1e-05,4.6e-05,1.1e-05,4.7e-05,3.7e-05,4e-05,5.2e-05,3.1e-05,3.7e-05,0,4e-06,0,0,0,2.8e-05,3.2e-05,0,0,1.9e-05,5.5e-05,6e-06,0,0,0,0,0,0,"BCKDHB, bkdA2; 2-oxoisovalerate dehydrogenase E1 component beta subunit [EC:1.2.4.4]"
"K00169",2.1e-05,0.000262,5.2e-05,2.4e-05,3.7e-05,0.000103,7.6e-05,7.5e-05,0.000104,5.3e-05,0.000103,7.1e-05,0,0.000549,4.2e-05,1e-05,0,0,4e-06,0.000505,1.3e-05,0.00064,0.000665,0.000112,3.3e-05,6.1e-05,0.000123,1.8e-05,0.000129,4.1e-05,"porA; pyruvate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.1]"
"K00170",6e-06,0.000165,0,1.8e-05,2.2e-05,1.3e-05,6.5e-05,4.8e-05,6.4e-05,4.1e-05,5.4e-05,3.5e-05,0,0.000318,1.5e-05,8e-06,0,0,0,0.000256,4e-05,0.000395,0.000396,0.000126,0,1.7e-05,0,0,0,0,"porB; pyruvate ferredoxin oxidoreductase beta subunit [EC:1.2.7.1]"
"K00171",7e-06,0,0,0,5e-06,1e-06,1e-06,1e-06,4e-06,5e-06,5e-06,2e-06,0,0.000102,2e-06,6e-06,0,0,3.5e-05,6.9e-05,0,5.3e-05,3e-05,2.2e-05,0,0,0,0,0,0,"porD; pyruvate ferredoxin oxidoreductase delta subunit [EC:1.2.7.1]"
"K00172",3e-06,0.000198,0,1.8e-05,1.5e-05,3.5e-05,2e-05,3e-05,4.8e-05,2.2e-05,4.5e-05,3e-05,0,0.000258,1.1e-05,1.2e-05,0,0,2.8e-05,0.000148,0,8.4e-05,0.000127,2.7e-05,8e-06,7.2e-05,0,1.2e-05,2.9e-05,2.4e-05,"porG; pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.1]"
"K00174",0.000168,0.000272,0.000249,0.000145,0.000239,0.000217,0.000699,0.000705,0.000698,0.000579,0.000621,0.000681,0.000176,0.000275,7e-05,9.3e-05,0,0.000404,2.4e-05,2.2e-05,0.000103,0.000491,0.00059,0.000806,3.3e-05,0.000338,8e-06,8.5e-05,2.4e-05,4.1e-05,"korA, oorA, oforA; 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3 1.2.7.11]"
"K00175",0.000104,0.000116,9.3e-05,9.6e-05,0.000158,9.9e-05,0.000349,0.000386,0.000403,0.000317,0.000336,0.000391,6.7e-05,0.000124,9.9e-05,4.1e-05,0.000265,0.000333,2e-06,4e-06,3e-06,0.000113,0.000128,0.000569,0,0.000127,0,2.4e-05,1e-05,0,"korB, oorB, oforB; 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta [EC:1.2.7.3 1.2.7.11]"
"K00176",0,1.1e-05,0,7e-06,1.4e-05,0,2e-06,0,3e-06,3e-06,1e-06,3e-06,0,4.9e-05,2e-05,1e-06,0,1.2e-05,1.3e-05,8e-06,2e-05,0.000169,0.000189,0.000187,0,6e-06,0,0,0,0,"korD, oorD; 2-oxoglutarate ferredoxin oxidoreductase subunit delta [EC:1.2.7.3]"
"K00177",2.1e-05,2.3e-05,0,2.6e-05,1.5e-05,1.3e-05,3e-06,3e-06,2e-06,6e-06,8e-06,4e-06,8e-06,8.4e-05,2.4e-05,0,0,0.000407,1.7e-05,3.9e-05,0.000126,0.000441,0.000375,0.000412,8e-06,7.2e-05,8e-06,3e-05,0,8e-06,"korC, oorC; 2-oxoglutarate ferredoxin oxidoreductase subunit gamma [EC:1.2.7.3]"
"K00179",2.7e-05,0.000182,1e-05,4.9e-05,3.6e-05,6.2e-05,5.4e-05,4.7e-05,7.9e-05,5.4e-05,7.5e-05,4.9e-05,0,0.00056,0.000103,2e-05,0,0,0.000151,6.9e-05,4e-05,0.00033,0.000333,0.000403,8e-06,1.1e-05,0,4.9e-05,0,0,"iorA; indolepyruvate ferredoxin oxidoreductase, alpha subunit [EC:1.2.7.8]"
"K00180",7e-06,2.1e-05,4.1e-05,5e-06,1.2e-05,1.9e-05,1.8e-05,2.1e-05,2.2e-05,2.1e-05,2.9e-05,1.5e-05,0,0.000183,4e-05,3e-06,0,0,2e-06,4.5e-05,4.3e-05,0.000154,0.000211,0.000169,4.2e-05,0,0,0,0,0,"iorB; indolepyruvate ferredoxin oxidoreductase, beta subunit [EC:1.2.7.8]"
"K00181",0,0,0,0,0,0,1.2e-05,1.8e-05,1.2e-05,2.1e-05,1.9e-05,1.5e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PORCN; O-palmitoleoyl transferase [EC:2.3.1.250]"
"K00184",0.000761,0.001032,0.000529,0.000145,0.000366,0.000234,9.8e-05,8.5e-05,7.4e-05,6.4e-05,7.4e-05,7.1e-05,4.9e-05,3.7e-05,0,0.000172,0,0.000552,0,0,0,0.000183,0.000239,0,1.7e-05,6.1e-05,0,1.8e-05,3.3e-05,8e-06,"K00184; prokaryotic molybdopterin-containing oxidoreductase family, iron-sulfur binding subunit"
"K00185",0.00032,0.000572,0.000218,7.7e-05,0.000211,0.000123,4.7e-05,3.9e-05,5.5e-05,3.6e-05,4.2e-05,3.8e-05,3.6e-05,2.8e-05,1.5e-05,8.4e-05,0,0.000129,0,0,0,6.7e-05,8.4e-05,0,8e-06,1.1e-05,0,1.2e-05,1.9e-05,0,"K00185; prokaryotic molybdopterin-containing oxidoreductase family, membrane subunit"
"K00186",6e-06,3.2e-05,0,0,3e-06,1.2e-05,1e-06,9e-06,1e-06,7e-06,7e-06,1e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"vorA; 2-oxoisovalerate ferredoxin oxidoreductase, alpha subunit [EC:1.2.7.7]"
"K00187",1e-06,0,2.1e-05,1.8e-05,2.1e-05,2.1e-05,2e-06,7e-06,4e-06,2e-06,2e-06,6e-06,0,0,0,0,0,0,0,0,0,0,0,0,8e-06,0,0,0,0,0,"vorB; 2-oxoisovalerate ferredoxin oxidoreductase, beta subunit [EC:1.2.7.7]"
